0,1,2,3,4,5,6
Features,Accuracy,ROC AUC,Precision Macro,Recall Macro,F1 Macro,MSE
6,83.86329542614345,87.26540253373312,86.50138160303375,83.86328585707146,83.56631271236417,0.16136704573856536
9,84.53326418395403,88.28247907608697,87.18461247037078,84.53325837081461,84.25249376213506,0.1546673581604599
3,84.00829417645589,87.38785281546727,86.75982453776999,84.00828335832085,83.70338229862539,0.1599170582354411
